asin,status,syncroPrice,amazonPrice,syncroStock,amazonStock,priceDiff,stockDiff
"B097QVTMD6","MISSING_IN_AMAZON","45.94",,"13",,,
"B07W3RQJ3N","MISSING_IN_AMAZON","87.38",,"20",,,
"B07JQ8P4VZ","MISSING_IN_AMAZON","112.61",,"20",,,
"B008OJ6YUO","MISSING_IN_AMAZON","40.55",,"20",,,
"B09NBVMX6J","PRICE_MISMATCH","211.31","211.75","20","20","-0.44","0"
"B08M3J32SD","MISSING_IN_AMAZON","130.63",,"20",,,
"B07CX729M2","MISSING_IN_AMAZON","315.72",,"2",,,
"B09QKD4G6L","MISSING_IN_AMAZON","0",,"0",,,
"B0D5LPGJ3C","MISSING_IN_AMAZON","123.43",,"19",,,
"B00XY91ZC6","MISSING_IN_AMAZON","0",,"0",,,
"B008OAF8G4","MISSING_IN_AMAZON","43.25",,"20",,,
"B08KVVRL55","MISSING_IN_AMAZON","78.21",,"10",,,
"B00EODX7CC","MISSING_IN_AMAZON","45.58",,"4",,,
"B0BS1QYC58","MATCH","173.88","173.88","19","19","0","0"
"B08GVCMY4W","MISSING_IN_AMAZON","84.09",,"15",,,
"B0CKXPF8P2","MATCH","140.69","140.69","20","20","0","0"
"B000S6SO1S","MISSING_IN_AMAZON","63.79",,"20",,,
"B0DMNTQDXK","MATCH","200.92","200.92","20","20","0","0"
"B0DP654JHZ","MISSING_IN_AMAZON","51.24",,"20",,,
"B091J3YHYS","MISSING_IN_AMAZON","0",,"0",,,
"B0D4QCRG14","MISSING_IN_AMAZON","259.08",,"14",,,
"B005H40MMK","PRICE_MISMATCH","117.17","117.41","0","0","-0.24","0"
"B0BPLQY668","MATCH","102.94","102.94","20","20","0","0"
"B0CJ7FR6Y3","PRICE_MISMATCH","0","121.04","0","0","-121.04","0"
"B09KLH5SKX","MATCH","144.21","144.21","20","20","0","0"
"B0CZWLPMQJ","PRICE_MISMATCH","89.02","89.2","0","0","-0.18","0"
"B09LLT56B3","MISSING_IN_AMAZON","0",,"0",,,
"B0B8XMLZRL","MATCH","134.24","134.24","20","20","0","0"
"B07FNNFYZZ","MATCH","181.15","181.15","9","9","0","0"
"B0BLBX663N","MATCH","42.17","42.17","20","20","0","0"
"B0028RCZBK","MISSING_IN_AMAZON","96.36",,"20",,,
"B0C2YLGG3P","MATCH","44.04","44.04","20","20","0","0"
"B0DF2KBT8R","MISSING_IN_AMAZON","45.94",,"20",,,
"B0CFV4TQ93","MISSING_IN_AMAZON","53.03",,"20",,,
"B07587K7PJ","PRICE_MISMATCH","69.83","69.98","20","20","-0.15","0"
"B0C5782TBS","MISSING_IN_AMAZON","118.02",,"20",,,
"B09HG9C2JJ","MISSING_IN_AMAZON","87.2",,"20",,,
"B0DST1SC14","MISSING_IN_AMAZON","69.42",,"9",,,
"B07SZTJDBQ","MISSING_IN_AMAZON","45.84",,"20",,,
"B0CQXGCPBL","MATCH","250.86","250.86","20","20","0","0"
"B09JXN3G24","MATCH","366.17","366.17","8","8","0","0"
"B07VBWNYTH","MATCH","171.69","171.69","20","20","0","0"
"B0CTN2VFCD","MATCH","246.81","246.81","20","20","0","0"
"B09W9NBNJ8","MISSING_IN_AMAZON","231.08",,"20",,,
"B09G2S1NKX","MATCH","50.1","50.1","20","20","0","0"
"B08F2GC23K","MISSING_IN_AMAZON","83.8",,"2",,,
"B0C6DZ56DT","MISSING_IN_AMAZON","0",,"0",,,
"B0F624F5BB","MATCH","67.42","67.42","20","20","0","0"
"B0936YMQ4V","MISSING_IN_AMAZON","56.63",,"20",,,
"B0D8FV3VY5","MATCH","51.18","51.18","20","20","0","0"
"B083VXCGXM","MATCH","62.15","62.15","4","4","0","0"
"B093D9SBS3","MATCH","161.27","161.27","20","20","0","0"
"B08LGLSZP5","MISSING_IN_AMAZON","1020.89",,"20",,,
"B0D72S7HC1","MATCH","124.97","124.97","20","20","0","0"
"B0D1FX34RY","MATCH","98.37","98.37","0","0","0","0"
"B09S1DHVBW","PRICE_MISMATCH","106.99","107.21","20","20","-0.22","0"
"B0CN94JFJ8","MISSING_IN_AMAZON","47.74",,"20",,,
"B0DC6H9YF8","MISSING_IN_AMAZON","96.41",,"9",,,
"B0DY49WJLF","MATCH","47.11","47.11","20","20","0","0"
"B0BQN7JJTG","PRICE_MISMATCH","58.43","58.55","20","20","-0.12","0"
"B08BV95FBT","MATCH","169.12","169.12","10","10","0","0"
"B0764JYF6D","MATCH","217.87","217.87","16","16","0","0"
"B0DFH1T2DS","MISSING_IN_AMAZON","62.03",,"16",,,
"B0BQWYQL71","MATCH","100.06","100.06","20","20","0","0"
"B0D28S2BCR","MATCH","111.56","111.56","0","0","0","0"
"B07Q97TRSV","MATCH","141.45","141.45","20","20","0","0"
"B0BJ7BY225","MISSING_IN_AMAZON","193.31",,"20",,,
"B0DZTX1JWH","MATCH","144.75","144.75","17","17","0","0"
"B0CSQKJVDL","PRICE_MISMATCH","117.78","118.02","10","10","-0.24","0"
"B085HHR4MN","MISSING_IN_AMAZON","60.33",,"20",,,
"B075VTWHYG","MATCH","81.98","81.98","20","20","0","0"
"B0CYH43RGR","PRICE_MISMATCH","86.84","87.02","14","14","-0.18","0"
"B083V2CJ72","MISSING_IN_AMAZON","47.58",,"20",,,
"B0D6R8ZB61","PRICE_MISMATCH","101.59","101.8","20","20","-0.21","0"
"B0BV2L5CPB","MISSING_IN_AMAZON","261.65",,"20",,,
"B0C4P9QWZ8","MISSING_IN_AMAZON","60.23",,"20",,,
"1119724740","MISSING_IN_AMAZON","314.52",,"0",,,
"B086R97ZF7","MATCH","72.97","72.97","20","20","0","0"
"B0D2K8894V","MATCH","72.97","72.97","4","4","0","0"
"B0CQCTY24W","MISSING_IN_AMAZON","122.47",,"20",,,
"B0B2BW5V39","PRICE_MISMATCH","45.84","45.94","20","20","-0.1","0"
"B0CKQD7H7Z","MATCH","56.75","56.75","20","20","0","0"
"B0971QDS7J","MATCH","199.34","199.34","20","20","0","0"
"B0CL6HCKDF","MATCH","45.94","45.94","20","20","0","0"
"B09CQ9RWSM","MISSING_IN_AMAZON","71.02",,"20",,,
"B0DQT3DG2B","MISSING_IN_AMAZON","87.38",,"20",,,
"B0DT151KR7","MATCH","85.41","85.41","20","20","0","0"
"B0CD83GMQ1","MISSING_IN_AMAZON","168.13",,"14",,,
"B0B5V62BYT","MATCH","70.14","70.14","20","20","0","0"
"B0D9862CQY","MATCH","136.04","136.04","20","20","0","0"
"B0D1YH31FB","MATCH","99.79","99.79","20","20","0","0"
"B0017NOVR2","MISSING_IN_AMAZON","113.53",,"6",,,
"B0BLSK1NY6","MISSING_IN_AMAZON","40.45",,"20",,,
"1640781889","MISSING_IN_AMAZON","45.94",,"20",,,
"B0CXB3TDX5","MISSING_IN_AMAZON","946.83",,"20",,,
"B00CHBD3Y0","MATCH","82.63","82.63","20","20","0","0"
"B0DT9ZD94L","PRICE_MISMATCH","80.01","80.18","9","9","-0.17","0"
"B0DJV8XW37","PRICE_MISMATCH","92.6","92.79","20","20","-0.19","0"
"B086SGVRLK","MISSING_IN_AMAZON","0",,"0",,,
"B003KBGTYM","MISSING_IN_AMAZON","323.1",,"5",,,
"B0D4YWJ7H2","PRICE_AND_STOCK_MISMATCH","65.17","65.3","6","8","-0.13","-2"
"B08MN7VFSR","MATCH","192.18","192.18","20","20","0","0"
"B079XYLNGH","MATCH","115.51","115.51","20","20","0","0"
"B0DSL3QZXY","PRICE_MISMATCH","85.41","85.58","20","20","-0.17","0"
"B0CN39TZ2V","PRICE_MISMATCH","74.62","74.77","20","20","-0.15","0"
"B074GZNR3V","MATCH","103.24","103.24","20","20","0","0"
"1558329129","MISSING_IN_AMAZON","64.46",,"4",,,
"B0B7JJ5PP2","MATCH","51.34","51.34","20","20","0","0"
"B0CQPKPTZ7","MISSING_IN_AMAZON","0",,"0",,,
"B0DPQF7BHP","MISSING_IN_AMAZON","0",,"0",,,
"B0D8L6K6RH","MATCH","105.19","105.19","20","20","0","0"
"B0CB11X3SQ","MATCH","63.82","63.82","20","20","0","0"
"B0CH84X613","PRICE_MISMATCH","38.65","38.73","20","20","-0.08","0"
"B08L9NVMJF","MISSING_IN_AMAZON","332.4",,"20",,,
"B0D6B6S8HR","MATCH","72.97","72.97","3","3","0","0"
"B093FY8G14","MISSING_IN_AMAZON","69.36",,"20",,,
"B095W5BQPW","PRICE_MISMATCH","0","41.73","0","0","-41.73","0"
"B0F74FP9LS","MISSING_IN_AMAZON","55.53",,"6",,,
"B0CDGLCMQ9","MISSING_IN_AMAZON","0",,"0",,,
"B08T1TCZ2J","MISSING_IN_AMAZON","157.31",,"20",,,
"B0D7ZT73M2","MATCH","108.78","108.78","20","20","0","0"
"B0CQP66WVH","MISSING_IN_AMAZON","0",,"0",,,
"B000GPPPJU","MATCH","72.08","72.08","2","2","0","0"
"B0F3XB85SZ","PRICE_MISMATCH","0","99.34","0","0","-99.34","0"
"B07VGPBM37","MISSING_IN_AMAZON","217.15",,"20",,,
"B09JNTTYD8","MISSING_IN_AMAZON","51.24",,"20",,,
"B003UCNUAW","MATCH","99.93","99.93","12","12","0","0"
"B0C71R4F1C","PRICE_MISMATCH","0","186.69","0","0","-186.69","0"
"B0DLSPG4PQ","MATCH","80.18","80.18","20","20","0","0"
"B079KXBW3Z","MISSING_IN_AMAZON","0",,"0",,,
"B0CN6JGLQR","MATCH","71","71","20","20","0","0"
"B0CCBJZHS5","MATCH","412.71","412.71","19","19","0","0"
"B0CBC1H8LH","MISSING_IN_AMAZON","0",,"0",,,
"1495021297","MISSING_IN_AMAZON","53.14",,"17",,,
"B07TZBW5JX","MISSING_IN_AMAZON","48.54",,"20",,,
"B0C5M5PFZQ","MATCH","76.41","76.41","20","20","0","0"
"B005FMWAGU","PRICE_MISMATCH","103.32","103.53","20","20","-0.21","0"
"B0CM61Y858","MISSING_IN_AMAZON","72.97",,"20",,,
"B07Z5Z8FBB","MISSING_IN_AMAZON","0",,"0",,,
"B0DSP8371B","MISSING_IN_AMAZON","121.62",,"20",,,
"B077BDSZZY","MISSING_IN_AMAZON","139.29",,"20",,,
"B09VB5MQRB","MATCH","328.19","328.19","20","20","0","0"
"B0D29FS9WL","MATCH","58.55","58.55","20","20","0","0"
"1680502093","MISSING_IN_AMAZON","91.75",,"13",,,
"B09GL51L2Z","MISSING_IN_AMAZON","62.03",,"20",,,
"B09WZMZ9DK","MATCH","245.46","245.46","20","20","0","0"
"B08TH9QD24","MISSING_IN_AMAZON","81.98",,"20",,,
"B0CLQLNYRX","MISSING_IN_AMAZON","45.84",,"20",,,
"B0863G399Y","MATCH","135.72","135.72","14","14","0","0"
"B09RJ9R3D4","MATCH","101.59","101.59","20","20","0","0"
"B0DPMGXBZY","MISSING_IN_AMAZON","0",,"0",,,
"B0F1F1M2C2","MATCH","80.18","80.18","9","9","0","0"
"B0DT4FD251","MISSING_IN_AMAZON","333.58",,"12",,,
"B00DQSHTWK","MISSING_IN_AMAZON","85.58",,"20",,,
"B0BCPKF1R8","MISSING_IN_AMAZON","0",,"0",,,
"B09BTV8389","MISSING_IN_AMAZON","0",,"0",,,
"B0CC9D4MWB","MATCH","85.56","85.56","20","20","0","0"
"B0DP9XRBDT","MISSING_IN_AMAZON","69.34",,"20",,,
"B0B4VVTVXH","PRICE_MISMATCH","0","399.37","0","0","-399.37","0"
"B08G4PHX8F","MISSING_IN_AMAZON","72.82",,"20",,,
"B001KN7CIE","MISSING_IN_AMAZON","273.36",,"20",,,
"B08N637SMY","MATCH","112.38","112.38","6","6","0","0"
"B09D975DPR","MISSING_IN_AMAZON","72.9",,"20",,,
"B0D89KY8G7","MATCH","136.04","136.04","2","2","0","0"
"B07ZH3NK37","MATCH","90.8","90.8","20","20","0","0"
"B0F93FWBH6","MISSING_IN_AMAZON","0",,"0",,,
"B09RF74KNR","PRICE_MISMATCH","0","66.06","0","0","-66.06","0"
"B01F65HMCM","MATCH","99.98","99.98","20","20","0","0"
"B0D28MJNDV","PRICE_MISMATCH","0","58.88","0","0","-58.88","0"
"B0CDGRP5CR","MATCH","93.46","93.46","0","0","0","0"
"B0CJQDZRGB","MISSING_IN_AMAZON","128.89",,"2",,,
"B0CYG7FB3W","MATCH","45.84","45.84","20","20","0","0"
"B0DWMGFQXT","MATCH","85.58","85.58","20","20","0","0"
"B00G0TPIZC","MISSING_IN_AMAZON","44.44",,"4",,,
"B09YFK2TL7","MISSING_IN_AMAZON","41.93",,"20",,,
"B0FCD5MDC2","MATCH","225.68","225.68","20","20","0","0"
"B0D6V155VV","MISSING_IN_AMAZON","2194.06",,"2",,,
"B09HC1TTFG","MISSING_IN_AMAZON","65.62",,"20",,,
"B085P3HHCL","PRICE_MISMATCH","229.28","229.75","20","20","-0.47","0"
"B0BHF4T6VP","MISSING_IN_AMAZON","65.62",,"8",,,
"B09WYQLQ92","MISSING_IN_AMAZON","57.35",,"20",,,
"B07J5XP2D3","MISSING_IN_AMAZON","51.36",,"20",,,
"B08X373HYT","MISSING_IN_AMAZON","51.34",,"20",,,
"B09LQHBXYF","MATCH","102.81","102.81","10","10","0","0"
"B0825NDY5L","MISSING_IN_AMAZON","79.09",,"20",,,
"B0D72MNM6L","MISSING_IN_AMAZON","58.64",,"20",,,
"B0C4C68N82","MATCH","63.82","63.82","20","20","0","0"
"B08YD1SRCL","MATCH","233.35","233.35","20","20","0","0"
"B07D9XJS1V","MISSING_IN_AMAZON","0",,"0",,,
"B0B7BCD8BZ","MISSING_IN_AMAZON","45.39",,"9",,,
"1423446720","MISSING_IN_AMAZON","53.14",,"9",,,
"B0D6GD2XFC","MISSING_IN_AMAZON","0",,"0",,,
"B0DF2KVCM1","MATCH","124.97","124.97","20","20","0","0"
"B0DG93F5HV","MATCH","87.2","87.2","20","20","0","0"
"B0CH9V9PSF","MATCH","118","118","5","5","0","0"
"B08965JS65","PRICE_MISMATCH","0","111.94","0","0","-111.94","0"
"B095WC7HRS","MISSING_IN_AMAZON","46.81",,"2",,,
"B0CFKG6ZFT","MATCH","80.18","80.18","20","20","0","0"
"B076J81S3F","MATCH","103.39","103.39","15","15","0","0"
"B0DV8V61M6","MATCH","67.42","67.42","20","20","0","0"
"B0CP43NKTS","MATCH","53.03","53.03","20","20","0","0"
"1484258894","MISSING_IN_AMAZON","71.04",,"20",,,
"B00ECOBFCC","MISSING_IN_AMAZON","70.28",,"20",,,
"B09FB1PW9R","MISSING_IN_AMAZON","64.05",,"19",,,
"B0BHPF1QQT","MATCH","296.29","296.29","20","20","0","0"
"B0C81CCBTN","MATCH","40.53","40.53","20","20","0","0"
"B0CDN84CLS","MATCH","142.49","142.49","2","2","0","0"
"B000EGGRI4","MISSING_IN_AMAZON","0",,"0",,,
"B0CNR47KRW","MISSING_IN_AMAZON","0",,"0",,,
"0226921840","MISSING_IN_AMAZON","58.45",,"20",,,
"B0CP73M8ST","MATCH","81.98","81.98","20","20","0","0"
"B0C87GVB17","MISSING_IN_AMAZON","90.63",,"0",,,
"B0CG6CJGFD","MISSING_IN_AMAZON","54.83",,"20",,,
"B0BHWQD6L7","MATCH","50.66","50.66","20","20","0","0"
"B08TLW5RRB","MATCH","54.83","54.83","20","20","0","0"
"B088T5YTT9","MISSING_IN_AMAZON","53.14",,"20",,,
"B0002Z8XDO","MISSING_IN_AMAZON","0",,"0",,,
"B0B3J1N9V7","MISSING_IN_AMAZON","135.76",,"20",,,
"B09J4TVHW5","MATCH","55.47","55.47","20","20","0","0"
"B0BC4KB266","MATCH","109.01","109.01","20","20","0","0"
"B0CR6NLR6Q","MISSING_IN_AMAZON","42.24",,"20",,,
"B0DJNLQTTR","MISSING_IN_AMAZON","0",,"0",,,
"1405146613","MISSING_IN_AMAZON","68.54",,"20",,,
"B0CBRV89M8","MISSING_IN_AMAZON","0",,"0",,,
"B0CH426FD7","PRICE_MISMATCH","124.76","125.02","20","20","-0.26","0"
"B002Q6DUZI","MATCH","107.04","107.04","20","20","0","0"
"B0D17J7X5B","PRICE_MISMATCH","0","64.96","0","0","-64.96","0"
"B0BDSCR53K","MATCH","76.57","76.57","20","20","0","0"
"B0CN5B1YTJ","MISSING_IN_AMAZON","40.53",,"20",,,
"B07FYWHM3L","MATCH","121.8","121.8","20","20","0","0"
"B08KZQRZX8","MISSING_IN_AMAZON","74.62",,"20",,,
"B0C9LGQ1JM","MISSING_IN_AMAZON","45.94",,"20",,,
"B09J1QP1GS","MATCH","193.24","193.24","6","6","0","0"
"B084L8B76M","MISSING_IN_AMAZON","138.31",,"20",,,
"B07R3RR7Q8","PRICE_MISMATCH","0","37.68","0","0","-37.68","0"
"B0C2T74NPY","MATCH","101.59","101.59","19","19","0","0"
"B0CN6RZN3Z","MISSING_IN_AMAZON","0",,"0",,,
"B075JB3N48","MISSING_IN_AMAZON","87.19",,"20",,,
"B078N2SG81","MISSING_IN_AMAZON","0",,"0",,,
"B08T6PFCWQ","MATCH","56.56","56.56","20","20","0","0"
"B00TQG6DRI","MISSING_IN_AMAZON","87.38",,"5",,,
"B099PYRNVY","MISSING_IN_AMAZON","0",,"0",,,
"B0CSDGG88C","MATCH","44.04","44.04","13","13","0","0"
"1596732601","MISSING_IN_AMAZON","48.54",,"20",,,
"B08R11WVKN","MATCH","128.85","128.85","5","5","0","0"
"B0F1DLG5W7","MATCH","53.95","53.95","20","20","0","0"
"B08QDS1TPF","MATCH","96.39","96.39","20","20","0","0"
"B0CDTT9ZP7","MISSING_IN_AMAZON","712.97",,"20",,,
"B00DY7M37O","MATCH","835.35","835.35","7","7","0","0"
"B008VKTT94","MISSING_IN_AMAZON","81.83",,"20",,,
"B0CYZDDGN8","MISSING_IN_AMAZON","0",,"0",,,
"B0DKJ1Q63D","MISSING_IN_AMAZON","0",,"0",,,
"B000FA6K0E","MISSING_IN_AMAZON","0",,"0",,,
"B0DMWM8F9J","MISSING_IN_AMAZON","94.4",,"18",,,
"B0BGYMDLHK","MISSING_IN_AMAZON","103.41",,"20",,,
"B00M6K2E9C","MISSING_IN_AMAZON","111.82",,"2",,,
"B08Q46H4NX","MISSING_IN_AMAZON","99.79",,"11",,,
"B07RB4JCG2","MISSING_IN_AMAZON","106.99",,"20",,,
"B01AOPRFUI","MISSING_IN_AMAZON","83.71",,"20",,,
"B0B3QYQ9YL","MATCH","56.75","56.75","20","20","0","0"
"B0FD3T5GNK","MATCH","56.63","56.63","20","20","0","0"
"B0CX1C6K8Z","MISSING_IN_AMAZON","0",,"0",,,
"B08W86FVTM","MATCH","263.99","263.99","20","20","0","0"
"B07HSWSBJT","MATCH","165.6","165.6","20","20","0","0"
"B00OA3IWN0","MATCH","578.62","578.62","8","8","0","0"
"B0CFQKW3QN","MATCH","153.74","153.74","2","2","0","0"
"B0CDWRT6NL","MATCH","509.07","509.07","20","20","0","0"
"B0DN22R71V","MATCH","90.8","90.8","20","20","0","0"
"B01BAZUCRY","PRICE_MISMATCH","0","82.9","0","0","-82.9","0"
"B0DTNSBY3J","PRICE_AND_STOCK_MISMATCH","185.48","182.55","20","30","2.93","-10"
"B09WDK1BFH","MATCH","154.06","154.06","20","20","0","0"
"B0CLRLPB2Y","MATCH","45.84","45.84","3","3","0","0"
"B0BRKSWSVR","PRICE_MISMATCH","0","130.01","0","0","-130.01","0"
"B09FZ2QJPV","MISSING_IN_AMAZON","132.36",,"18",,,
"B000E5R3HE","MISSING_IN_AMAZON","390.15",,"20",,,
"B0BXL6FFDH","MISSING_IN_AMAZON","105.4",,"20",,,
"B0CN6WNH4D","PRICE_AND_STOCK_MISMATCH","38.48","38.49","3","0","-0.01","3"
"B0DKJSMRTZ","MATCH","41.79","41.79","0","0","0","0"
"B0FL71YZ15","MISSING_IN_AMAZON","174.2",,"9",,,
"B00OK0FAHY","MATCH","87.03","87.03","20","20","0","0"
"B08SF3W7BG","MISSING_IN_AMAZON","305.28",,"0",,,
"B0DB5TKGF9","MISSING_IN_AMAZON","0",,"0",,,
"B0DRSZHXJP","MATCH","81.98","81.98","8","8","0","0"
"B0D2HSGFG5","MATCH","137.84","137.84","20","20","0","0"
"B009JC2RJ2","MISSING_IN_AMAZON","78.21",,"20",,,
"B09WRX9X6Y","MATCH","141.08","141.08","20","20","0","0"
"B07KCBCK5J","MISSING_IN_AMAZON","61.94",,"20",,,
"B0090G839A","MISSING_IN_AMAZON","51.22",,"20",,,
"B07FDNTS34","MISSING_IN_AMAZON","204.52",,"20",,,
"B0F846N11X","MATCH","54.81","54.81","20","20","0","0"
"B08B3QNN9P","MISSING_IN_AMAZON","203.14",,"20",,,
"B0DK2VLXC4","MISSING_IN_AMAZON","0",,"0",,,
"B0DZXB9CGC","MATCH","198.58","198.58","15","15","0","0"
"B0CQ8V1NR8","MATCH","63.16","63.16","20","20","0","0"
"B07NNVXJX6","MISSING_IN_AMAZON","64.79",,"20",,,
"B08PMYWGLB","MISSING_IN_AMAZON","140.63",,"20",,,
"B0BNZTQ692","MATCH","154.17","154.17","20","20","0","0"
"B0D18Y7Y46","MATCH","60.15","60.15","20","20","0","0"
"B08DG8BFKV","MATCH","139.34","139.34","0","0","0","0"
"B0CR5G6CNX","MATCH","172.08","172.08","14","14","0","0"
"B07WRY3PBD","MISSING_IN_AMAZON","58.37",,"20",,,
"B0BNVG5TQN","MATCH","177.31","177.31","20","20","0","0"
"B0DRYM7FY6","MISSING_IN_AMAZON","0",,"0",,,
"B0CTHHHBQ4","MATCH","108.82","108.82","16","16","0","0"
"B0BKZXM3SK","MISSING_IN_AMAZON","128.67",,"20",,,
"B0CQLCDJ6M","MATCH","118.02","118.02","15","15","0","0"
"B087PX9283","MATCH","110.81","110.81","3","3","0","0"
"B06XB1SCKD","MATCH","53.07","53.07","20","20","0","0"
"B0B3DG3Z4H","MISSING_IN_AMAZON","49.54",,"20",,,
"B0F21MPG9W","MATCH","78.37","78.37","20","20","0","0"
"B09W8NQTJ2","MISSING_IN_AMAZON","44.04",,"20",,,
"B018KNKFSK","MATCH","158.26","158.26","20","20","0","0"
"B0DHKP8HFQ","PRICE_MISMATCH","105.12","105.33","20","20","-0.21","0"
"B0DP2G1W98","MATCH","182.9","182.9","20","20","0","0"
"B07VFNMND6","MISSING_IN_AMAZON","49.44",,"20",,,
"B0F7LF5239","MISSING_IN_AMAZON","0",,"0",,,
"B0DFMHNCCJ","MISSING_IN_AMAZON","275.94",,"20",,,
"B008TK7KXI","MATCH","108.92","108.92","20","20","0","0"
"B000QV089Q","MISSING_IN_AMAZON","134.35",,"20",,,
"B0CZZBB3H5","MATCH","209.85","209.85","20","20","0","0"
"B0BW3W5LWK","MISSING_IN_AMAZON","81.91",,"20",,,
"B0BQMB42XF","MATCH","109","109","10","10","0","0"
"B06WGMKW4B","MISSING_IN_AMAZON","182.16",,"20",,,
"B00VRESTAG","MISSING_IN_AMAZON","66.74",,"20",,,
"B01690T3T8","MISSING_IN_AMAZON","102.94",,"20",,,
"B0DDWXPH5N","MISSING_IN_AMAZON","58.55",,"20",,,
"B000CGMMKI","MISSING_IN_AMAZON","160.38",,"4",,,
"B08M3QBBCZ","MISSING_IN_AMAZON","170.11",,"20",,,
"B0B1FYXMC4","PRICE_MISMATCH","0","108.61","0","0","-108.61","0"
"B0F3THWP5P","MATCH","58.55","58.55","20","20","0","0"
"B008NCBC0Y","MATCH","59.89","59.89","0","0","0","0"
"1476723761","MISSING_IN_AMAZON","47.06",,"20",,,
"B0C6FJV39P","MISSING_IN_AMAZON","472.42",,"6",,,
"B0DBHQPL9L","MISSING_IN_AMAZON","54.83",,"20",,,
"B0D98Z2T1K","PRICE_MISMATCH","0","105.77","0","0","-105.77","0"
"B0CX1NN1SX","MATCH","44.13","44.13","20","20","0","0"
"B083PBT8HL","MISSING_IN_AMAZON","119.74",,"14",,,
"B0C3BWH2CX","MATCH","99.3","99.3","5","5","0","0"
"B08FDYBWRP","MATCH","269.9","269.9","20","20","0","0"
"B0D7MLHCQ7","MISSING_IN_AMAZON","0",,"0",,,
"B07RWSDDQN","MISSING_IN_AMAZON","40.45",,"20",,,
"B0CGC85MPH","MATCH","179.13","179.13","20","20","0","0"
"B08KZR12SP","MATCH","233.15","233.15","20","20","0","0"
"B0CWNQJZHJ","MATCH","62.83","62.83","20","20","0","0"
"B00AFU76RK","MATCH","128.58","128.58","2","2","0","0"
"B0BGT17M58","PRICE_MISMATCH","64.05","64.18","20","20","-0.13","0"
"B081GXL6LM","MISSING_IN_AMAZON","103.14",,"20",,,
"B0CX7X3BZR","MISSING_IN_AMAZON","131.7",,"13",,,
"B07921Q64R","MATCH","54.83","54.83","20","20","0","0"
"B0F8R8DFTJ","MATCH","67.42","67.42","20","20","0","0"
"B0BRX9C4NF","MISSING_IN_AMAZON","677.37",,"5",,,
"B000J4HXUC","MATCH","98.18","98.18","20","20","0","0"
"B0C8SPWM93","MISSING_IN_AMAZON","0",,"0",,,
"B09M6B6L5Y","MISSING_IN_AMAZON","69.8",,"16",,,
"B003OCUB2I","PRICE_MISMATCH","0","109.86","0","0","-109.86","0"
"B08GSC79ZJ","MISSING_IN_AMAZON","123.17",,"0",,,
"B0DX24MR7B","MATCH","83.78","83.78","20","20","0","0"
"B0DHKJBGW3","MATCH","109.01","109.01","20","20","0","0"
"B0B984XNX6","MISSING_IN_AMAZON","322.56",,"20",,,
"B00ANN8SOY","MATCH","55.7","55.7","20","20","0","0"
"B0B61NWF6N","MATCH","69.36","69.36","20","20","0","0"
"1510755209","MISSING_IN_AMAZON","58.43",,"20",,,
"B0CDR7411M","MATCH","117.78","117.78","20","20","0","0"
"B09MFKKH7Q","PRICE_AND_STOCK_MISMATCH","76.02","72.43","20","10","3.59","10"
"B09XSYL4QQ","MATCH","178.92","178.92","20","20","0","0"
"B0CK1K21FZ","MISSING_IN_AMAZON","92.15",,"20",,,
"B0CZYTSKMF","MATCH","53.14","53.14","20","20","0","0"
"B0CH9T4PJY","PRICE_MISMATCH","47.62","47.72","20","20","-0.1","0"
"B0CZ44DKZS","MISSING_IN_AMAZON","0",,"0",,,
"B08NPZ8MYV","MATCH","135.89","135.89","20","20","0","0"
"B08CRKQCTC","MISSING_IN_AMAZON","45.94",,"15",,,
"B099ZD9ZQH","MISSING_IN_AMAZON","213.51",,"20",,,
"B0CBMH199G","MATCH","88.64","88.64","20","20","0","0"
"B0D4HN25PR","MATCH","54.95","54.95","20","20","0","0"
"B00LNLQ4SW","MISSING_IN_AMAZON","233.55",,"0",,,
"B009Z9QHA4","MATCH","81.73","81.73","10","10","0","0"
"B08BHHGV4Y","MISSING_IN_AMAZON","107.21",,"20",,,
"B0CLY71BG8","MISSING_IN_AMAZON","0",,"0",,,
"B0C584BX16","MATCH","172.08","172.08","20","20","0","0"
"B08YDHC1N9","MISSING_IN_AMAZON","0",,"0",,,
"B0BCFV7WSG","PRICE_MISMATCH","109.03","109.25","20","20","-0.22","0"
"B08DNLH4QD","MISSING_IN_AMAZON","88.28",,"20",,,
"B0CYXC1JDV","PRICE_MISMATCH","0","194.83","0","0","-194.83","0"
"B00LTJ5GGE","MISSING_IN_AMAZON","0",,"0",,,
"B097NFWYBR","MATCH","172.1","172.1","20","20","0","0"
"1423460898","MISSING_IN_AMAZON","63.82",,"20",,,
"B0F9XP15XL","MISSING_IN_AMAZON","1028.08",,"20",,,
"B0C9WRGS1K","MATCH","150.46","150.46","8","8","0","0"
"B0DYN2FKVN","PRICE_MISMATCH","55.05","55.17","0","0","-0.12","0"
"B0D6YQF4YY","MATCH","119.82","119.82","20","20","0","0"
"B0DJQWB7S2","MISSING_IN_AMAZON","285.62",,"20",,,
"B0932YCFGF","MATCH","60.33","60.33","20","20","0","0"
"B0DMNNYS44","MISSING_IN_AMAZON","0",,"0",,,
"B0DY1FF33K","MATCH","71.17","71.17","20","20","0","0"
"B009PM9FXC","MATCH","162.74","162.74","20","20","0","0"
