asin,status,syncroPrice,amazonPrice,syncroStock,amazonStock,priceDiff,stockDiff
"B0BPS6MBGP","MATCH","53","53","20","20","0","0"
"B07N8RFXQ5","MISSING_IN_AMAZON","132.16",,"0",,,
"B0D3BPL94W","MATCH","146.85","146.85","20","20","0","0"
"B0CW31ZS8Y","MISSING_IN_AMAZON","103.39",,"20",,,
"B0CLG38WSX","PRICE_MISMATCH","0","232.38","0","0","-232.38","0"
"B0BF5G17QS","MISSING_IN_AMAZON","62.15",,"20",,,
"B09T77QN45","MISSING_IN_AMAZON","58.55",,"4",,,
"B0DNW34XBG","MATCH","173.88","173.88","20","20","0","0"
"B0DWSJG4P1","MATCH","128.85","128.85","20","20","0","0"
"B0978NGHWT","MATCH","85.41","85.41","20","20","0","0"
"B09KG1T27Y","MISSING_IN_AMAZON","45.84",,"20",,,
"B0BG1L5L4N","MATCH","99.79","99.79","20","20","0","0"
"B09VCLZPLV","MISSING_IN_AMAZON","87.2",,"20",,,
"B0C4SF4WS1","MATCH","142.42","142.42","5","5","0","0"
"B074ZQJW9R","MISSING_IN_AMAZON","0",,"0",,,
"B007A3CQ8Y","MISSING_IN_AMAZON","0",,"0",,,
"B0D5HQDVGP","MATCH","139.36","139.36","20","20","0","0"
"B0CQ4R4FRW","MISSING_IN_AMAZON","53.14",,"17",,,
"B0DJ6S9QGM","MATCH","157.67","157.67","20","20","0","0"
"B003ZMU2HG","MISSING_IN_AMAZON","1253.53",,"10",,,
"B0DXP2ZV9C","MISSING_IN_AMAZON","0",,"0",,,
"B09BQSVC42","MISSING_IN_AMAZON","71.17",,"20",,,
"B0049JBYD0","MISSING_IN_AMAZON","0",,"0",,,
"B0F59H4BS6","MATCH","151.86","151.86","14","14","0","0"
"B07MZQKZJ6","MISSING_IN_AMAZON","2575.62",,"4",,,
"141854289X","MISSING_IN_AMAZON","45",,"20",,,
"B01GR1HAEE","MATCH","164.86","164.86","20","20","0","0"
"B0C4R2LS6Z","MATCH","89","89","4","4","0","0"
"B099F39X64","MISSING_IN_AMAZON","126.7",,"5",,,
"B0BXS8MGM5","MISSING_IN_AMAZON","71.02",,"20",,,
"B0C5WTFR45","MISSING_IN_AMAZON","119.57",,"20",,,
"B08BTW3XQ2","MATCH","211.02","211.02","9","9","0","0"
"B0BRD4Z1Y1","MATCH","81.98","81.98","20","20","0","0"
"B085NY3RJQ","MISSING_IN_AMAZON","110.38",,"20",,,
"B09F6Z1FTJ","MISSING_IN_AMAZON","121.62",,"19",,,
"B0DWMSPJRN","MISSING_IN_AMAZON","0",,"0",,,
"B0C16DLKLB","MATCH","67.56","67.56","20","20","0","0"
"B0DFPC3ZH5","MATCH","101.8","101.8","20","20","0","0"
"1605291293","MISSING_IN_AMAZON","51.34",,"0",,,
"B0D4HJFYDB","MATCH","58.55","58.55","20","20","0","0"
"B09CTQGWK4","MATCH","49.54","49.54","15","15","0","0"
"B0D7H9HWCH","MATCH","151.54","151.54","0","0","0","0"
"B092J5BXF2","PRICE_MISMATCH","0","106.62","0","0","-106.62","0"
"B0BZWK465N","MATCH","243.07","243.07","20","20","0","0"
"B00OPI0XS2","MISSING_IN_AMAZON","149.48",,"8",,,
"B0DHQQXF3Z","MISSING_IN_AMAZON","72.9",,"20",,,
"B0C6ZMQQ5Q","MATCH","87.38","87.38","20","20","0","0"
"B0D73RY2LB","MATCH","173.53","173.53","20","20","0","0"
"B01COPHAHY","MISSING_IN_AMAZON","72.82",,"20",,,
"B0D8W6NZCW","MATCH","128.83","128.83","20","20","0","0"
"B09228GXZ8","MATCH","51.34","51.34","20","20","0","0"
"B0CN8V3LKR","MISSING_IN_AMAZON","130.63",,"4",,,
"B0DFB5KJQS","MATCH","54.81","54.81","20","20","0","0"
"B09BK7C4R3","MATCH","110.51","110.51","3","3","0","0"
"1557999546","MISSING_IN_AMAZON","47.87",,"20",,,
"B09SF1318T","MATCH","53.13","53.13","20","20","0","0"
"B08QTVP49Q","MISSING_IN_AMAZON","68.97",,"20",,,
"B0BX9CDPLY","MATCH","56.15","56.15","9","9","0","0"
"B075FTG2S4","MATCH","56.47","56.47","3","3","0","0"
"B0D1C99PY4","MATCH","128.83","128.83","20","20","0","0"
"B0F3D13W81","MATCH","106.99","106.99","20","20","0","0"
"B08PB36KQ8","MISSING_IN_AMAZON","52.55",,"2",,,
"B0BS8N6HHZ","MATCH","78.14","78.14","20","20","0","0"
"B079D7XDSX","MISSING_IN_AMAZON","141.45",,"20",,,
"B0CRZC14PM","PRICE_AND_STOCK_MISMATCH","115.01","100.89","20","0","14.12","20"
"B07PV98K5J","MISSING_IN_AMAZON","0",,"0",,,
"B0DT37DN9T","PRICE_MISMATCH","0","45.79","0","0","-45.79","0"
"B00786TEWY","MATCH","118","118","20","20","0","0"
"B08RX3343D","MISSING_IN_AMAZON","931.74",,"20",,,
"B09QS6TMXV","MATCH","65.76","65.76","7","7","0","0"
"B0D8CSN5T5","PRICE_MISMATCH","0","47.82","0","0","-47.82","0"
"B0CCB1C3V9","MATCH","94.59","94.59","2","2","0","0"
"B0DPWYM2SV","PRICE_MISMATCH","0","170.45","0","0","-170.45","0"
"B0CNJJ36VZ","MATCH","133.96","133.96","20","20","0","0"
"B0D9LQ72TQ","MATCH","54.11","54.11","20","20","0","0"
"B0D3DXPRVY","MATCH","289.04","289.04","20","20","0","0"
"B0DS1QD63L","MATCH","65.76","65.76","7","7","0","0"
"B0FCM1LHWT","MATCH","66.27","66.27","20","20","0","0"
"B0BLBPW23H","MATCH","45.77","45.77","20","20","0","0"
"B0CN5CF8R6","MATCH","321.01","321.01","20","20","0","0"
"B0DFDZJDFC","MISSING_IN_AMAZON","63.82",,"20",,,
"B0CR9ZJNV1","MATCH","150.96","150.96","20","20","0","0"
"B0DG5RYYRM","MATCH","206.32","206.32","20","20","0","0"
"B0D8PSRJS4","MATCH","359.09","359.09","16","16","0","0"
"B0BNQ7K2CH","MATCH","92.53","92.53","20","20","0","0"
"B0BXLF5YZG","MATCH","106.98","106.98","20","20","0","0"
"B0CMX56F6Q","MATCH","99.79","99.79","20","20","0","0"
"B0CTQ87NTN","MATCH","131.91","131.91","3","3","0","0"
"B06XXKMNVJ","PRICE_MISMATCH","0","77.12","0","0","-77.12","0"
"B0051RWO1K","MATCH","142.88","142.88","20","20","0","0"
"1641081279","MISSING_IN_AMAZON","45.84",,"20",,,
"B0B91PZM3M","PRICE_MISMATCH","0","88.31","0","0","-88.31","0"
"B0C141X8QK","MATCH","45.82","45.82","20","20","0","0"
"B07JVM86FW","MISSING_IN_AMAZON","118.02",,"20",,,
"B096XKL1ZJ","MATCH","221.21","221.21","20","20","0","0"
"B0B8MXZK65","PRICE_MISMATCH","193.85","194.25","20","20","-0.4","0"
"1590305957","MISSING_IN_AMAZON","50.15",,"0",,,
"B0BTCT7BJP","MISSING_IN_AMAZON","104.31",,"20",,,
"B0749T9M78","MISSING_IN_AMAZON","63.82",,"9",,,
"B09KLDRDY7","MISSING_IN_AMAZON","0",,"0",,,
"B0C7Z6GJQB","MATCH","110.81","110.81","20","20","0","0"
"B0BBPRLJWQ","PRICE_MISMATCH","0","49.84","0","0","-49.84","0"
"B0D6RF5SVH","MATCH","158.46","158.46","5","5","0","0"
"B0D8FRDNKR","MATCH","76.71","76.71","20","20","0","0"
"B0DPJRBLQG","MATCH","250.86","250.86","2","2","0","0"
"B07QG5H2H6","MISSING_IN_AMAZON","101.8",,"20",,,
"B07MSL71Y2","MISSING_IN_AMAZON","154.56",,"20",,,
"B0C5MC67S2","MISSING_IN_AMAZON","139.64",,"20",,,
"B0CRR1XXC4","MATCH","110.58","110.58","20","20","0","0"
"B0C2PLNG5G","MATCH","88.97","88.97","20","20","0","0"
"B077BVY5QZ","MISSING_IN_AMAZON","457.44",,"3",,,
"B0D6YS5QFD","MISSING_IN_AMAZON","56.63",,"20",,,
"B08Y5C7CVJ","MATCH","45.84","45.84","20","20","0","0"
"B08F5397MX","MISSING_IN_AMAZON","54.41",,"20",,,
"B08R314D4N","MISSING_IN_AMAZON","0",,"0",,,
"B0FBKMSC9P","MATCH","42.33","42.33","20","20","0","0"
"B0CNSQ2L27","MATCH","294.02","294.02","20","20","0","0"
"B0CZMC81L2","MATCH","22694.1","22694.1","0","0","0","0"
"B0BX9PTT7K","MATCH","44.04","44.04","20","20","0","0"
"B074W9WMPT","MATCH","152.28","152.28","20","20","0","0"
"B098TNT942","MISSING_IN_AMAZON","128.83",,"20",,,
"B09WZ4ZH5Z","MISSING_IN_AMAZON","0",,"0",,,
"1569245908","MISSING_IN_AMAZON","71.22",,"20",,,
"B0118I3GB2","MATCH","74.63","74.63","20","20","0","0"
"B07HF3LW16","MISSING_IN_AMAZON","74.75",,"20",,,
"B0B5P8FH3B","MATCH","157.67","157.67","20","20","0","0"
"B07BNCHWCC","MISSING_IN_AMAZON","40.45",,"20",,,
"B07RWJ7FQ6","MATCH","81.98","81.98","11","11","0","0"
"B07D9PJ3JD","MISSING_IN_AMAZON","189.68",,"20",,,
"B0DCSF91HZ","MISSING_IN_AMAZON","0",,"0",,,
"B07D7JGD9G","MATCH","345.76","345.76","20","20","0","0"
"B07RSCMQSL","MISSING_IN_AMAZON","0",,"0",,,
"B071PCRXKT","MISSING_IN_AMAZON","62.98",,"3",,,
"B0DDGR4JPZ","PRICE_MISMATCH","0","130.1","0","0","-130.1","0"
"B0CQJMLP4J","MATCH","81.81","81.81","14","14","0","0"
"B0DZBS24BL","MATCH","430.7","430.7","20","20","0","0"
"B0BSTKF79H","MISSING_IN_AMAZON","134.86",,"20",,,
"B0DSZTPSG2","PRICE_MISMATCH","0","86.34","0","0","-86.34","0"
"B01AWE365Y","MISSING_IN_AMAZON","86.65",,"9",,,
"B08B4TC88Y","MISSING_IN_AMAZON","226.15",,"5",,,
"B0CHDYWYPB","MATCH","105.22","105.22","18","18","0","0"
"1510731040","MISSING_IN_AMAZON","66.35",,"0",,,
"B0C88ZPYYS","MATCH","376.74","376.74","20","20","0","0"
"B0CRYV3S5D","MATCH","101.8","101.8","20","20","0","0"
"B0F281QJZP","MATCH","117.82","117.82","20","20","0","0"
"B07DN8BKTB","MATCH","54.95","54.95","20","20","0","0"
"B0D5LCXNCF","MATCH","313.64","313.64","4","4","0","0"
"B09H75YGYP","MATCH","74.62","74.62","20","20","0","0"
"B09438SYY3","MISSING_IN_AMAZON","76.41",,"20",,,
"B0CKHSX9D6","PRICE_MISMATCH","45.84","45.94","20","20","-0.1","0"
"B0CTG3KB9X","PRICE_MISMATCH","119.57","119.82","10","10","-0.25","0"
"B07KRSMZ4M","MATCH","219.59","219.59","3","3","0","0"
"B0B4258DJK","MISSING_IN_AMAZON","110.79",,"20",,,
"B0CMQDSRDR","MATCH","254.3","254.3","14","14","0","0"
"B0CX1J8X8R","MATCH","78.21","78.21","20","20","0","0"
"B01LYP2A8Q","MISSING_IN_AMAZON","81.81",,"20",,,
"B07WCLZ1PL","MISSING_IN_AMAZON","72.82",,"20",,,
"B0BHKS4515","MISSING_IN_AMAZON","43.05",,"20",,,
"B0BRNVSNZW","MISSING_IN_AMAZON","326.55",,"5",,,
"B00F34RHUO","MISSING_IN_AMAZON","172.59",,"3",,,
"B0BPF38JF6","MATCH","129.42","129.42","20","20","0","0"
"B01N64SZ4G","MISSING_IN_AMAZON","52.87",,"6",,,
"B0DFXLKZYL","MATCH","79.95","79.95","0","0","0","0"
"B0DNQ579X5","MATCH","56.63","56.63","20","20","0","0"
"B0DHD13FNB","MISSING_IN_AMAZON","0",,"0",,,
"B0D12NVNX3","MATCH","98.2","98.2","14","14","0","0"
"B00OHHRI1G","MATCH","108.59","108.59","3","3","0","0"
"B0DY7F94KF","PRICE_MISMATCH","0","239.5","0","0","-239.5","0"
"B0BW559YYW","PRICE_MISMATCH","0","44.92","0","0","-44.92","0"
"B0D1XBY73B","PRICE_MISMATCH","72.82","72.97","20","20","-0.15","0"
"B0CJB81CKL","MISSING_IN_AMAZON","101.78",,"20",,,
"B0CQJR6PZ5","MATCH","154.08","154.08","3","3","0","0"
"B0CSXCX5B4","MATCH","266.07","266.07","20","20","0","0"
"B0DX13859B","PRICE_MISMATCH","391.58","401.95","20","20","-10.37","0"
"B09YM2FS14","MATCH","63.96","63.96","20","20","0","0"
"B0CJHND1XG","MATCH","49.44","49.44","2","2","0","0"
"B0BXLPKXCY","MATCH","96.32","96.32","20","20","0","0"
"B06XBZ9K7N","MATCH","58.36","58.36","18","18","0","0"
"B0F9Y7QZ1Y","MATCH","45.94","45.94","0","0","0","0"
"B07P833ZK5","MISSING_IN_AMAZON","452.21",,"20",,,
"B0CVBHPRJB","MISSING_IN_AMAZON","80.28",,"20",,,
"B0D2NTX562","PRICE_MISMATCH","0","110.69","0","0","-110.69","0"
"B0DTK84P3C","MATCH","52.09","52.09","20","20","0","0"
"B0BBYW19G6","MISSING_IN_AMAZON","0",,"0",,,
"B0BYYTTFB4","MATCH","81.81","81.81","0","0","0","0"
"B0DRVF7YQ9","PRICE_MISMATCH","0","63.32","0","0","-63.32","0"
"B00V6ADHEY","MISSING_IN_AMAZON","78.34",,"2",,,
"B07J4Q3TMP","MATCH","575.8","575.8","20","20","0","0"
"B0B1LKYPP1","MISSING_IN_AMAZON","171.73",,"20",,,
"B0C8XYKDT2","MATCH","83.78","83.78","20","20","0","0"
"B0971SLW8S","PRICE_MISMATCH","0","73.07","0","0","-73.07","0"
"B0CRTLJLTN","MATCH","62.12","62.12","20","20","0","0"
"B085L8LDMG","MISSING_IN_AMAZON","125.04",,"20",,,
"B082HNQF5T","MATCH","63.9","63.9","20","20","0","0"
"B0DP7GH7SC","PRICE_MISMATCH","135.76","136.04","0","0","-0.28","0"
"B0DDL6RCSF","MATCH","99.98","99.98","20","20","0","0"
"B01FY468B6","MISSING_IN_AMAZON","284.09",,"20",,,
"B0C5R4DVRF","MISSING_IN_AMAZON","136.04",,"20",,,
"B0DK6Z1STZ","MATCH","161.22","161.22","20","20","0","0"
"B000GTHL48","MISSING_IN_AMAZON","0",,"0",,,
"B09TXRRVH3","MATCH","81.81","81.81","20","20","0","0"
"B0CDW79TXP","MISSING_IN_AMAZON","0",,"0",,,
"B006G36PKE","MATCH","169.43","169.43","20","20","0","0"
"B0C2QBKDRB","MISSING_IN_AMAZON","47.64",,"20",,,
"B0CR5HGMCT","MATCH","57.3","57.3","20","20","0","0"
"B0BWXWFPH4","MATCH","53.03","53.03","20","20","0","0"
"B0DSLSJ6MV","PRICE_MISMATCH","99.79","100","5","5","-0.21","0"
"B07P8W9M2J","MISSING_IN_AMAZON","54.83",,"2",,,
"B09GG5XNKX","MISSING_IN_AMAZON","0",,"0",,,
"B0DV41YQLJ","PRICE_MISMATCH","0","71.72","0","0","-71.72","0"
"B0CG121KHM","MATCH","63.96","63.96","20","20","0","0"
"B0BLHYQBHM","MISSING_IN_AMAZON","72.97",,"20",,,
"B0F7QKS3WH","MATCH","62.15","62.15","20","20","0","0"
"B095CWKWS7","MATCH","131.73","131.73","20","20","0","0"
"B095HBKZ5B","MISSING_IN_AMAZON","37.42",,"20",,,
"B08ZJ911MQ","MISSING_IN_AMAZON","100",,"20",,,
"B09MMRTQ1S","MATCH","49.78","49.78","20","20","0","0"
"B0DQJMQ4K3","MATCH","111.48","111.48","20","20","0","0"
"B09FYTR8WG","MISSING_IN_AMAZON","45.94",,"20",,,
"B0D1FV7ZRC","MATCH","222.1","222.1","20","20","0","0"
"B0CQYQM1FH","MATCH","824.54","824.54","20","20","0","0"
"B0CP9CXCXG","MISSING_IN_AMAZON","297.62",,"20",,,
"B0CMPZM3JH","MATCH","81.81","81.81","5","5","0","0"
"B0D96XRQJ2","MISSING_IN_AMAZON","90.73",,"20",,,
"B0CSGMKDXQ","MATCH","63.92","63.92","20","20","0","0"
"B0DRJW4B6Z","MISSING_IN_AMAZON","0",,"0",,,
"B0DSTTZWC8","MISSING_IN_AMAZON","54.95",,"20",,,
"B0BY7PR8T7","PRICE_AND_STOCK_MISMATCH","57.56","63.98","20","0","-6.42","20"
"B0DHXTP5D7","PRICE_AND_STOCK_MISMATCH","157.67","160.27","20","30","-2.6","-10"
"B09WGB61XH","MISSING_IN_AMAZON","251.38",,"19",,,
"B0DK4ZZD63","MATCH","107.21","107.21","18","18","0","0"
"B0BT25TMMC","MATCH","394.52","394.52","2","2","0","0"
"B0CDWLKXJN","MATCH","42.24","42.24","20","20","0","0"
"B0DHXDG8HM","MATCH","126.99","126.99","20","20","0","0"
"B0BQQKJHKC","PRICE_MISMATCH","0","72.7","0","0","-72.7","0"
"B07G98MPHV","PRICE_MISMATCH","222.73","223.19","20","20","-0.46","0"
"B0CS398KTK","PRICE_MISMATCH","0","100.52","0","0","-100.52","0"
"B0CP1ZWTZK","MISSING_IN_AMAZON","90.97",,"20",,,
"B0D6CZZY55","MATCH","110.42","110.42","10","10","0","0"
"B08ZN262CK","MATCH","247.24","247.24","20","20","0","0"
"B0CT5VRCSR","MATCH","87.38","87.38","20","20","0","0"
"B0CM2ZSY7J","MATCH","63.8","63.8","20","20","0","0"
"B0DXVK6Y41","MATCH","54.11","54.11","20","20","0","0"
"B0098LH0XW","MATCH","56.63","56.63","7","7","0","0"
"B0C77HVR5G","MISSING_IN_AMAZON","51.34",,"20",,,
"B0F6L696CK","PRICE_MISMATCH","0","46.71","0","0","-46.71","0"
"B0F1FSF31N","MISSING_IN_AMAZON","312",,"20",,,
"B07GHZHL6W","MISSING_IN_AMAZON","0",,"0",,,
"B0CXLT5GLB","PRICE_MISMATCH","0","64.98","0","0","-64.98","0"
"B0D6314XNJ","MATCH","260.39","260.39","7","7","0","0"
"B0C84FVMLT","MATCH","112.38","112.38","20","20","0","0"
"B0F6YLXQGB","MATCH","99.79","99.79","20","20","0","0"
"B00H8A2KSU","MATCH","59.29","59.29","20","20","0","0"
"B001AJKP4Q","MISSING_IN_AMAZON","0",,"0",,,
"B09HLBYYYR","MISSING_IN_AMAZON","45.84",,"20",,,
"B0BPT7D24N","MATCH","76.41","76.41","20","20","0","0"
"B0D1T55XLD","MATCH","162.74","162.74","17","17","0","0"
"B00822QBBA","PRICE_MISMATCH","0","143.68","0","0","-143.68","0"
"B0D66CKHQX","MISSING_IN_AMAZON","81.98",,"2",,,
"B07MYMNHZ2","MATCH","85.41","85.41","20","20","0","0"
"B0CKY4RHRD","MATCH","409.12","409.12","20","20","0","0"
"B01BF7FQ1O","MISSING_IN_AMAZON","139.66",,"20",,,
"B01B9AUNPG","MISSING_IN_AMAZON","140.14",,"20",,,
"B0D9YCJF7C","MATCH","109","109","0","0","0","0"
"B0DCZ32FG4","MISSING_IN_AMAZON","128.83",,"0",,,
"B00ICYQZTQ","MISSING_IN_AMAZON","65.62",,"3",,,
"B0139M9LUA","MISSING_IN_AMAZON","0",,"0",,,
"B00007FGUF","MISSING_IN_AMAZON","0",,"0",,,
"B0CW62D9WT","MISSING_IN_AMAZON","551.86",,"6",,,
"0874779642","MISSING_IN_AMAZON","45.54",,"20",,,
"B0CZZZ4GXN","MATCH","83.78","83.78","20","20","0","0"
"B0F7PZ9FG2","MATCH","106.64","106.64","20","20","0","0"
"B06WRRWVHL","MISSING_IN_AMAZON","0",,"0",,,
"B0D968355X","PRICE_MISMATCH","0","64.04","0","0","-64.04","0"
"B0CBSDCX5Q","MISSING_IN_AMAZON","119.7",,"20",,,
"B0D7NLJC57","MATCH","54.64","54.64","20","20","0","0"
"B00IPQ9C1E","MISSING_IN_AMAZON","180.08",,"20",,,
"B0BKLP9X32","MISSING_IN_AMAZON","0",,"0",,,
"B075DGPCFK","MATCH","480.53","480.53","17","17","0","0"
"B000X37ZT8","MISSING_IN_AMAZON","203.1",,"19",,,
"B08KDLPRMC","MATCH","61.67","61.67","20","20","0","0"
"B0CW2Z6PBH","MATCH","87.2","87.2","20","20","0","0"
"B010G04Z6S","MISSING_IN_AMAZON","55.88",,"2",,,
"B0DNSZ1MJ7","MATCH","35.05","35.05","6","6","0","0"
"B0DMV9734V","MISSING_IN_AMAZON","72.82",,"20",,,
"B0127WNXR0","MATCH","114.42","114.42","20","20","0","0"
"B0DWMT9TT6","MATCH","67.42","67.42","20","20","0","0"
"B0CXBGTCY1","MATCH","74.54","74.54","20","20","0","0"
"1615813748","MISSING_IN_AMAZON","54.83",,"20",,,
"B0CNKX4GWQ","MISSING_IN_AMAZON","45.84",,"20",,,
"B0BZ87H6XL","MISSING_IN_AMAZON","67.56",,"20",,,
"1430248726","MISSING_IN_AMAZON","63.63",,"0",,,
"B0CJX97CHF","MATCH","58.29","58.29","20","20","0","0"
"B0C2KZRVNY","MATCH","58.55","58.55","20","20","0","0"
"B0BW82K7GS","MATCH","92.92","92.92","20","20","0","0"
"B0D7TPQDH4","PRICE_MISMATCH","99.79","100","20","20","-0.21","0"
"B00J5UT17Y","MISSING_IN_AMAZON","81.81",,"20",,,
"B09JN5ZL4H","MISSING_IN_AMAZON","56.75",,"20",,,
"B0C4P32W3D","MATCH","120.65","120.65","12","12","0","0"
"B01A9TCHHA","MATCH","340.78","340.78","2","2","0","0"
"B09N2NR8LS","MATCH","53.03","53.03","8","8","0","0"
"B07GSMPL2Y","MISSING_IN_AMAZON","58.41",,"20",,,
"B0FD368KDW","MATCH","87.2","87.2","20","20","0","0"
"1680991264","MISSING_IN_AMAZON","63.82",,"20",,,
"B0DN19NNHV","MATCH","117.78","117.78","20","20","0","0"
"B07DGZ7G49","MISSING_IN_AMAZON","52.84",,"20",,,
"B0CYM175WY","MATCH","63.82","63.82","20","20","0","0"
"1610398297","MISSING_IN_AMAZON","59.36",,"0",,,
"B0B6TLJWLB","MISSING_IN_AMAZON","182.52",,"20",,,
"B07WC3P8CR","MISSING_IN_AMAZON","116.16",,"20",,,
"B0CSZ2B6WH","MATCH","109.01","109.01","4","4","0","0"
"B07M85YVDL","MISSING_IN_AMAZON","126.99",,"20",,,
"B0DBGCFST7","PRICE_MISMATCH","0","70.12","0","0","-70.12","0"
"B0DT3JLRZK","MATCH","76.39","76.39","20","20","0","0"
"B0F21NBG87","MATCH","62.15","62.15","20","20","0","0"
"B0F1TNYZBS","MISSING_IN_AMAZON","72.82",,"2",,,
"B093X4SSK3","MISSING_IN_AMAZON","78.37",,"20",,,
"B098PZB8T3","MATCH","81.98","81.98","20","20","0","0"
"B0F3N982F4","MATCH","99.79","99.79","20","20","0","0"
"B0DK1SQ2TX","MATCH","181.82","181.82","20","20","0","0"
"B0CDX2Y8B7","MATCH","40.53","40.53","20","20","0","0"
"B09Q1ZRWKM","MISSING_IN_AMAZON","62.14",,"20",,,
"B09H3FG5WF","MATCH","38.65","38.65","20","20","0","0"
"B0CQ4SKH48","MISSING_IN_AMAZON","70.86",,"20",,,
"B0DH2HT3KB","MATCH","78.21","78.21","20","20","0","0"
"B0B7J96D4B","MISSING_IN_AMAZON","56.84",,"0",,,
"B01KIHCPOI","PRICE_MISMATCH","0","56.33","0","0","-56.33","0"
"B0BXM36NT6","MISSING_IN_AMAZON","251.72",,"20",,,
"B0CGWLWS57","MISSING_IN_AMAZON","114.18",,"20",,,
"B0CLY9Y6ZD","MISSING_IN_AMAZON","94.59",,"20",,,
"B01N9GZCN4","MISSING_IN_AMAZON","418.63",,"20",,,
"B0BR7FVS8L","PRICE_MISMATCH","45.84","45.94","20","20","-0.1","0"
"B0BCW79XFM","MATCH","93.28","93.28","20","20","0","0"
"B0CQYGNQVT","MISSING_IN_AMAZON","0",,"0",,,
"B0D89W9FQG","MISSING_IN_AMAZON","81.98",,"20",,,
"B08R1NQLCV","MISSING_IN_AMAZON","0",,"0",,,
"B0CRBKZ2M4","MATCH","499.05","499.05","20","20","0","0"
"B0DKVPW8FB","MATCH","63.96","63.96","20","20","0","0"
"B09RSLLKY3","MATCH","194.27","194.27","20","20","0","0"
"B08B1VGR5P","MATCH","184.32","184.32","20","20","0","0"
"B08Q33WNQ6","MATCH","54.81","54.81","20","20","0","0"
"B0C66MS6CW","MISSING_IN_AMAZON","0",,"0",,,
"B0F8BGYVVK","PRICE_MISMATCH","0","52.5","0","0","-52.5","0"
"B0BMP7YQS5","MISSING_IN_AMAZON","48.54",,"20",,,
"B084BRB6JG","MATCH","781.74","781.74","20","20","0","0"
"B0C4NS65T3","MISSING_IN_AMAZON","0",,"0",,,
"B0F21B595F","MATCH","90.99","90.99","20","20","0","0"
"B08CC3MQWK","MATCH","56.63","56.63","20","20","0","0"
"B09SHYN38H","MISSING_IN_AMAZON","82.71",,"0",,,
"B0F9L3LFV3","MATCH","172.3","172.3","20","20","0","0"
"B0CHPJ32KK","MISSING_IN_AMAZON","58.55",,"20",,,
"B0067E6OTO","MATCH","114.25","114.25","20","20","0","0"
"B0CNSLRGM8","MATCH","94.38","94.38","20","20","0","0"
"B0C7SXZY7J","MATCH","53.03","53.03","20","20","0","0"
"B09LRRVZHZ","MATCH","46.92","46.92","3","3","0","0"
"B0BN5VHZN4","MATCH","444.51","444.51","5","5","0","0"
"B0C1NVLRD5","PRICE_MISMATCH","82.03","82.2","0","0","-0.17","0"
"B0CN19QN4H","MATCH","226.15","226.15","18","18","0","0"
"B0F37NY1RL","PRICE_MISMATCH","0","104.59","0","0","-104.59","0"
"B0DCBXZ8FJ","PRICE_MISMATCH","0","84.61","0","0","-84.61","0"
"B0D5LJ26PZ","MATCH","351.33","351.33","6","6","0","0"
"B09PYL2KVF","PRICE_MISMATCH","225.7","226.16","20","20","-0.46","0"
"B0CG37Z3QZ","MATCH","54.95","54.95","20","20","0","0"
"B0BJ7YQ1TC","MATCH","154.08","154.08","20","20","0","0"
"B0CCNS3D6S","MISSING_IN_AMAZON","0",,"0",,,
"B018ORHIPU","MISSING_IN_AMAZON","0",,"0",,,
"B07W499ZTZ","MISSING_IN_AMAZON","70.14",,"19",,,
"B0D1KH441V","MATCH","204.52","204.52","20","20","0","0"
"B0CLVRZRQS","MATCH","74.01","74.01","20","20","0","0"
"B0BKGF2DX7","MATCH","45.59","45.59","20","20","0","0"
"B000055ZOB","MATCH","89.9","89.9","20","20","0","0"
"B08ZL9Z6GR","PRICE_MISMATCH","0","64.07","0","0","-64.07","0"
"B0CRZ8VKDK","MISSING_IN_AMAZON","0",,"0",,,
"B0BX973TX9","MISSING_IN_AMAZON","56.63",,"20",,,
"B09LSJPQY4","MISSING_IN_AMAZON","38.65",,"20",,,
"B0BMK82VYD","MISSING_IN_AMAZON","0",,"0",,,
"B007MWHH3C","MISSING_IN_AMAZON","39.03",,"20",,,
"B08CVHVN8W","MATCH","101.59","101.59","20","20","0","0"
"B000I1JAHK","MATCH","241.42","241.42","20","20","0","0"
"B0FDK2NHJ3","MATCH","52.8","52.8","20","20","0","0"
"B079PKPZGN","MATCH","180.65","180.65","20","20","0","0"
"B0CKSJWM3X","MATCH","133.96","133.96","20","20","0","0"
"B0BKFZZ97D","MISSING_IN_AMAZON","97.99",,"20",,,
"B0D3DNXM8D","MISSING_IN_AMAZON","0",,"0",,,
"B01N0WZ8Z2","MATCH","88","88","0","0","0","0"
"B0BWT51V88","PRICE_MISMATCH","0","66.06","0","0","-66.06","0"
"B08L2KS3DQ","MATCH","118.75","118.75","9","9","0","0"
"B08G3TCP84","MISSING_IN_AMAZON","0",,"0",,,
"B00BBDL17G","MISSING_IN_AMAZON","40.46",,"20",,,
"B0949HR376","MISSING_IN_AMAZON","0",,"0",,,
"B00009OY9U","MISSING_IN_AMAZON","0",,"0",,,
"B082BHCKYZ","MATCH","162.38","162.38","20","20","0","0"
"B0DSSHLFD8","MATCH","81.98","81.98","20","20","0","0"
"B0D8B7WBYZ","MATCH","680.95","680.95","20","20","0","0"
"B0D11W8SSP","MATCH","150.15","150.15","0","0","0","0"
"B0CQXRKDWF","MATCH","45.94","45.94","20","20","0","0"
